thetap                 phip                     Fp_x (N)                 Fp_y (N)                 Fp_z (N)                 Tp_x (N*m)               Tp_y (N*m)               Tp_z (N*m)
20                       120                      -0.08097840000194703     0.03083679665758205      -0.063637165274848       0.04163305605325816      0.1899492829029841       -0.08772593598553367
20                       130                      -0.09949388067505138     0.03976803887991823      -0.10446738703403162     0.04629548743817637      0.20615671925616116      -0.07507293384995385
20                       140                      -0.10855222945363346     0.034376714529974144     -0.12916265794660542     0.04614219415913515      0.2198881864124927       -0.06329230704086186
20                       150                      -0.14017882428275935     0.025318123680304595     -0.17285735340466632     0.04021420543391416      0.2360471681156935       -0.047536457124321294
20                       160                      -0.16005524036997928     0.02251093746847277      -0.204492706203107       0.028842560025940076     0.2498024006666929       -0.03238590132793786
20                       170                      -0.18920534441771628     0.007820957748660054     -0.22554986853818032     0.015644651418721275     0.2571536278744459       -0.01673351421456609
20                       180                      -0.19235387337896903     8.875612940469893E-5     -0.22547953587314526     5.733089932790209E-4     0.26157454662017926      2.8275615256089415E-4
30                       0                        0.2788116310436231       0.0012271216624615258    -0.10045092126374128     -1.812914932757474E-4    0.17946945487644878      8.496489350913174E-5
30                       10                       0.27145914118622677      0.008417588491785633     -0.10572168432797303     -0.009280207610896759    0.17714760689121078      -0.022501766302653662
30                       20                       0.2590419573608006       0.02923125984773416      -0.10021807023400574     -0.015677516826389255    0.1723813828707576       -0.04635379674863922
30                       30                       0.2252358357729123       0.041636844195919245     -0.09380080352496278     -0.021702712092597526    0.16597572822854462      -0.06777025095752627
30                       40                       0.2057132914208665       0.051275981028623206     -0.07602418116599546     -0.023770524152081748    0.1547759505629043       -0.08849046134291298
30                       50                       0.16062418126545036      0.054944273195935686     -0.04990757128357115     -0.023780749283195644    0.14216898625710925      -0.10489741616893496
30                       60                       0.11795584719882757      0.05059726461322363      -0.04008581179018955     -0.02114674887030264     0.1340400277893574       -0.11949614670106357
30                       70                       0.09041077577390132      0.04184159037021458      -0.02118418052194527     -0.014613168301190999    0.12758302775115918      -0.12975615967855755
30                       80                       0.05934359083287929      0.054999850704392964     -0.00539509443158789     -0.006380846019329495    0.1226514989244163       -0.13504108733291248
30                       90                       0.01655470907078661      0.06556065231004073      0.021262838937019697     0.0019060442688446713    0.11579201065989718      -0.1355764127989802
30                       100                      -0.017468784738198774    0.04996584756234997      -0.014757729448846558    0.011307817173955258     0.1249310734987647       -0.13480263792032418
30                       110                      -0.046302155232001346    0.04182353622854444      -0.010768397175350879    0.01673056776140047      0.1323599855527263       -0.1301830699398274
30                       120                      -0.09010797849061586     0.046007769152083086     -0.022636935921441125    0.02321373577136757      0.13920269660770804      -0.11827220695495441
30                       130                      -0.14530412995934633     0.04665089762951299      -0.03583914379363174     0.0262599448420898       0.150016285428895        -0.10433897107945946
30                       140                      -0.17218486212443104     0.040768014944479285     -0.059869248048458654    0.02604610389190437      0.15996443574573554      -0.08675261554604291
30                       150                      -0.19094062759585598     0.03298854036739696      -0.0777240896340041      0.021938355881584316     0.16912606040509678      -0.06730582847137918
30                       160                      -0.23127476078419937     0.020929359236246756     -0.08904521469355267     0.017006717864577327     0.1803351156565222       -0.046553990475866024
30                       170                      -0.2373936176022587      0.015308061289095433     -0.09153705422850185     0.009479627447737487     0.18504060197454644      -0.024382701880323827
30                       180                      -0.259350005075521       -0.010113382863568545    -0.08782232048360099     -0.0025958020170941706   0.18771973113765644      -0.0024767668403420607
40                       0                        0.25651348363985066      0.0031812938625629438    0.11577173791871602      1.7346032138663644E-4    0.07575270607606757      -4.5843745257006756E-5
40                       10                       0.26128054108154614      0.014924455514681566     0.1229840151123171       0.0011331507362743048    0.0747162658521986       -0.02849901376309387
40                       20                       0.23507228253836795      0.022854363237056002     0.09242418934910661      0.0022964017031847977    0.07428716991681628      -0.0546578784789452
40                       30                       0.23155440869475677      0.026649180460125994     0.08772155702373535      0.002116457450779253     0.0737059467135075       -0.08040118955969855
40                       40                       0.20086820993675886      0.03495751515600376      0.04798039486000866      0.004664960594712291     0.07122937218944057      -0.10268707756104048
40                       50                       0.16445244285085683      0.050037090475528914     0.02317081679970076      0.0026575376249165592    0.06895151495947212      -0.12202333657737094
40                       60                       0.1268607351435518       0.057083817275487454     0.021903708380681938     0.005461997084031196     0.06690894162233359      -0.13827741935913954
40                       70                       0.09099376021109407      0.059800579403289235     0.017004391703212187     0.002213605439104712     0.06632197849729315      -0.14756088221862146
40                       80                       0.05734044623379701      0.06558623274987677      -0.004745704544730699    0.002086688445471895     0.0664841368032873       -0.1529098032045255
40                       90                       0.008180231487782838     0.055991514147017835     -0.01649186590838716     3.4599440737795675E-4    0.07115663770767348      -0.1578806114345626
40                       100                      -0.03487810450325032     0.05040901537682926      -0.007208451959431133    0.0013439920173519706    0.0717255577131112       -0.1538780787954351
40                       110                      -0.0576286627286072      0.045927239411237816     0.005854519263998461     -9.144103001385072E-4    0.07217557938761641      -0.14766407913729324
40                       120                      -0.11454863357810907     0.03919037061023696      0.028318532503498698     -8.825142524832411E-4    0.07502904781864536      -0.13726767834397346
40                       130                      -0.14884567295835252     0.036272750290440706     0.025476479683416153     -0.0014043245966838167   0.07694165129759187      -0.12155903941898553
40                       140                      -0.19587085904549376     0.03510921753589655      0.07199217953626386      -0.002790860575440708    0.08116460800833554      -0.10321396068531626
40                       150                      -0.22397323968208993     0.026428144190772544     0.103255588268403        -0.001475324521390303    0.07785378117179421      -0.080729039530353
40                       160                      -0.2309673683689778      0.0074755094642492935    0.12813313410487218      -0.001969032836390435    0.07910652352115151      -0.055537498567535384
40                       170                      -0.24804352596530688     0.015410530331012223     0.12316276056824876      -2.516746446199074E-4    0.08175629904570117      -0.02748867344815157
40                       180                      -0.2281220363256598      8.873060830772101E-4     0.1332937019491065       -0.001244544617077395    0.08113021336948824      -7.541720105874665E-4
50                       0                        0.23163166119976838      -3.621803080194196E-4    0.4263778941479792       8.874158772126683E-4     -0.04925495505527146     -6.388825159347813E-5
50                       10                       0.20664263848769432      -0.004109969978027791    0.4015143339875056       0.012432001939863938     -0.046629291287910726    -0.030497331133012166
50                       20                       0.2022534240931808       0.009317743765476309     0.34364751662969834      0.023428682197386363     -0.04184328136880037     -0.05858700849053241
50                       30                       0.18740782635756673      8.975201331547439E-5     0.29937242349020604      0.029850333602119247     -0.03286859151279704     -0.08453619247470433
50                       40                       0.1811871330429134       0.025135215001792877     0.24530684267180297      0.03226313927224451      -0.020686317263227224    -0.10589745946794545
50                       50                       0.1414641780966353       0.01744459689113051      0.16412937621973245      0.03410087810961512      -0.011194189741530148    -0.12561962170565527
50                       60                       0.10880446223823992      0.03046897575881547      0.0743260811363366       0.029638942152067946     -0.0018365059739051583   -0.13865359444785436
50                       70                       0.07939006431264395      0.04565334181737787      0.03821146225064096      0.02097822071798767      0.004065637779045472     -0.14688154137503892
50                       80                       0.04533108638948668      0.05594526747487142      0.012032107997473401     0.012591781701483527     0.012771561981591384     -0.15463888554203958
50                       90                       0.0064669993293898585    0.05662489796549061      0.003943532424783801     9.354945753421373E-4     0.012610809310236783     -0.1566572476970871
50                       100                      -0.03706229962089031     0.04798246340698478      -5.94596475362412E-4     -0.008075296731026114    0.01596267709361757      -0.1571109497592654
50                       110                      -0.07263664888889833     0.044073412524396595     0.04455989642415245      -0.018150485697252146    0.01004215617059533      -0.1490173724289453
50                       120                      -0.1050075144825977      0.028549952156949422     0.09656352963990958      -0.025840760124080764    0.0031110422418942118    -0.13841089638452309
50                       130                      -0.15099499425817672     0.02309964084644734      0.17551826547999472      -0.030903924524311406    -0.008084150752409272    -0.1237787500648676
50                       140                      -0.15403546246134445     0.016477303884109694     0.2475900512621195       -0.03045280230495287     -0.015661217798686095    -0.10627986682971438
50                       150                      -0.18800439092131652     0.009282168622384897     0.2913201986597493       -0.02906058636074652     -0.02282548731443259     -0.08511624089972199
50                       160                      -0.22926442408081904     0.004846374478704324     0.36397030709798095      -0.02168261654234973     -0.03380257019192974     -0.05934563041845485
50                       170                      -0.2280869178768044      -0.00557949228532425     0.41255567735063636      -0.010340491573577523    -0.04138050777334809     -0.030089878402127224
50                       180                      -0.22776668375776749     0.0015391841018939185    0.43810727557641943      -3.355795288716532E-4    -0.0485485423070785      1.860866593926655E-4
60                       0                        0.14614273341580544      -9.642525707820261E-4    0.793376938247664        -6.785518109192662E-4    -0.19089043030867606     2.5728866125255406E-4
60                       10                       0.13589577379164158      -0.030387016221396387    0.7846441733641802       0.024964110838157028     -0.18064113537230506     -0.029815440880396653
60                       20                       0.1602391624258543       -0.01333959089969497     0.6839078860492276       0.04606604916282795      -0.16582551241638005     -0.0560035973476072
60                       30                       0.12421960869885913      -0.027094619867194192    0.5534933567709928       0.05856279093266888      -0.141363528090419       -0.07833021955115665
60                       40                       0.12658547781384         -0.012399507983075455    0.4277357656191841       0.0652537548321725       -0.1156396888989144      -0.09841399413224497
60                       50                       0.11976898237176425      -2.1005438282006503E-4   0.30635090465310927      0.0615759011766187       -0.0938058074362407      -0.11280984965954421
60                       60                       0.0847960843677136       0.01592995649810324      0.14873489861023131      0.0555010630607488       -0.07007659876181231     -0.12496986594014627
60                       70                       0.06591032149606856      0.019413949305815432     0.08810485570160638      0.039630282709759934     -0.050570380560426       -0.1321053462224496
60                       80                       0.04298550458493744      0.03302106449560477      0.020744812637963905     0.02207780225157102      -0.03905275301156575     -0.13716226002365856
60                       90                       0.002306227810525467     0.043813463209791445     0.0066590666962981476    8.053332782218555E-4     -0.03908548213830832     -0.1366986240592717
60                       100                      -0.03259960698319229     0.05174247639890059      0.02306164310982296      -0.01764073082805934     -0.03951458086125528     -0.13636663608537064
60                       110                      -0.06616649707074412     0.0412762632944626       0.06926998205360105      -0.03720987231844802     -0.04963571798083628     -0.1325861076904951
60                       120                      -0.10162056642533715     0.03393776667902528      0.15301520137371036      -0.049426991034485925    -0.06771281104377724     -0.12241625070982326
60                       130                      -0.12651127090676523     0.012558367032694747     0.2754078255177114       -0.06018654004721976     -0.08770270539095501     -0.11233753216606746
60                       140                      -0.12780389038993317     -0.00882706300487715     0.4005811914194831       -0.063288221725096       -0.10957551246497255     -0.09993963745907901
60                       150                      -0.17004767334631377     -0.009633367468631394    0.5632537623515547       -0.05629766465256532     -0.13526404655744667     -0.07966961587134304
60                       160                      -0.18050153115346246     -7.308337275132435E-4    0.6709391194760657       -0.04445124614190876     -0.15712228622091354     -0.055541658067277115
60                       170                      -0.20781739520692152     -0.004431774895074355    0.759260350154979        -0.023882794700465157    -0.17657607934020225     -0.028144276080089722
60                       180                      -0.21292541469743118     9.755027943509076E-4     0.7968842268710186       1.0208533445946037E-4    -0.17975244110524696     5.026066337165157E-4
70                       0                        0.10882122157984672      0.004942851461425061     1.2465257787927968       -7.07189902142057E-4     -0.32812951403810947     6.083658261212016E-4
70                       10                       0.12241306224782011      -0.016445630100369767    1.1853013816905564       0.037254976093026866     -0.31677852051568733     -0.02538723881863478
70                       20                       0.08772330983311356      -0.03463470428901792     1.0314175760122195       0.06808190710393561      -0.28566164350374385     -0.04456767649425337
70                       30                       0.07352285939327942      -0.03904038210010961     0.8156573347281718       0.08566895176934407      -0.242167887667559       -0.061599653639413096
70                       40                       0.0737129390108785       -0.015742575318991602    0.5964364449915845       0.09403878724061245      -0.2017709029852255      -0.07485748607142191
70                       50                       0.0676804461898912       -0.008953747565995753    0.4181511964219939       0.0871563181821191       -0.15907041036136757     -0.0851083368741527
70                       60                       0.050292550236131696     0.009117396138090848     0.24895288820677589      0.07352381639471096      -0.1253379971605271      -0.09263687494921122
70                       70                       0.03962265609062964      0.01284792713261157      0.1141659265127104       0.05230858086897139      -0.09969529725647865     -0.098449694728455
70                       80                       0.020915948481780827     0.02802510554807014      0.020266997329121853     0.028976473024658896     -0.0849725300823768      -0.10266257762036529
70                       90                       -0.012061157977202974    0.03431524176450564      -0.0015467600097665262   -1.6399443828735486E-4   -0.08060168192456774     -0.10197702149695215
70                       100                      -0.020813503258244475    0.027888871681718833     0.027868670493952835     -0.024345572468182478    -0.08405638027326115     -0.10130903425398781
70                       110                      -0.044856672306711344    0.02178765611359281      0.11124100093237684      -0.04985563571633038     -0.09991878500757889     -0.09708809518040265
70                       120                      -0.07964545379365089     0.008897873588980674     0.24650755844795835      -0.07063703278289549     -0.12435100642672038     -0.09267893918268243
70                       130                      -0.08925534427287643     -0.002743985418837085    0.41233271532643423      -0.08339056826121599     -0.15603067002357124     -0.08504999963769297
70                       140                      -0.10891702040323153     -0.02189171240399848     0.5952669093637103       -0.08909774509344749     -0.1927368464562083      -0.0752671500075855
70                       150                      -0.1334587310965929      -0.018620404099866854    0.8165595228731908       -0.08408779435390423     -0.23800714277213056     -0.06311012054394935
70                       160                      -0.14577389556841597     -0.02019269799268651     1.0247739209162452       -0.0656273454218307      -0.2798385119415099      -0.04501736713108835
70                       170                      -0.17647339234831685     -0.017369372954116884    1.1628505606031831       -0.037244553052160484    -0.30952558031254535     -0.02474021715646694
70                       180                      -0.1922772944474851      -0.006091475715337401    1.2508180554225699       -1.8206598898153417E-4   -0.32535808702485364     0.0013193491589093853
80                       0                        0.17232497354860332      3.3306157413074983E-4    1.6136462857945433       2.905490877895605E-4     -0.44943828903946936     0.0010573390970018014
80                       10                       0.15364417080961568      -0.00590902229271452     1.5521470696276682       0.04863828210235063      -0.42689272301712494     -0.01620024536554959
80                       20                       0.06974989110114439      -0.018717144550178658    1.257292853819266        0.08299781914735364      -0.3707005273577078      -0.026385923325431167
80                       30                       0.031011872569475744     -0.033399687532908603    1.0318785790529186       0.10555311605532862      -0.3180772754315329      -0.034838112392239114
80                       40                       0.03954271577338076      -0.027927091293871466    0.7605788438515014       0.11197447013070289      -0.25985741982576627     -0.04344633771804464
80                       50                       0.0378616419165764       -0.02032636299873082     0.5022286024442643       0.10437695599959067      -0.20784239508602198     -0.04651236261770536
80                       60                       0.01720255242708331      -0.005346277159891986    0.29550947967236574      0.08670718964622397      -0.16281660794401429     -0.04991326132273929
80                       70                       0.03266591223374538      -0.0018214312889040067   0.13465921431718697      0.06321759854132465      -0.13256327826242492     -0.052924794474575064
80                       80                       -0.0053711971804515715   0.010775121221762482     0.0334737833913222       0.032785932702066846     -0.11185927493069606     -0.05352616891657952
80                       90                       -0.014785740092142459    0.017798421371588845     6.630483397823583E-4     1.783766060450484E-4     -0.10727800598120213     -0.05370315219269682
80                       100                      -0.01447308741284726     0.02025600124655435      0.006914182723844073     -0.03216713700472224     -0.1124160678520825      -0.055339125503434825
80                       110                      -0.04217817465241267     0.011912877683385878     0.13365133546393893      -0.06050824418237706     -0.12948286220516575     -0.05353909651857989
80                       120                      -0.04497222668395848     0.0037456933089590545    0.2828517993226921       -0.0849530977991514      -0.1614224751377992      -0.04960263926446778
80                       130                      -0.054464400205517516    -0.003267844295098868    0.4889232498530946       -0.10438226182969812     -0.20494643114150893     -0.04711667027791964
80                       140                      -0.06467158269401467     -0.005343787606561894    0.7330525776006489       -0.10829602860681321     -0.2544167955147689      -0.04187809627342772
80                       150                      -0.0717189541622923      0.0033327770752641477    1.0198789171352907       -0.10379280288838051     -0.3157459754076682      -0.03498760361663866
80                       160                      -0.08022619173787064     -0.007402239955634254    1.2848107090209715       -0.08424829064168164     -0.3778700876369608      -0.02505610794367053
80                       170                      -0.15581777055351612     -0.006528189389516648    1.4869862573682724       -0.050460006738545705    -0.4200514379026154      -0.016631915945845
80                       180                      -0.19662497449698607     0.007321943413653503     1.6054016611238915       4.22766546189782E-4      -0.44683190789541644     5.121414803308983E-4
90                       0                        0.016680783020530228     0.013258280108550765     1.7609046652043014       -2.1363309367542372E-5   -0.49800827466986924     0.0033528463034017803
90                       10                       0.01223983874364918      -0.00652868753227079     1.6712282385500097       0.05036614179941661      -0.4745307342529078      -0.0026616190631271073
90                       20                       -0.02388599947413328     2.3508508618052225E-4    1.4179071277415884       0.0910253610108779       -0.4164296427966631      -9.444669474561808E-4
90                       30                       -0.012266923634007722    -0.01148451595719345     1.0902941319768582       0.11201355851737335      -0.3460023589115142      -0.0010830620040821457
90                       40                       -0.025236025127929176    -0.0025966668117611445   0.7867163056695305       0.11966640274177104      -0.2784793419531501      4.852397477345563E-4
90                       50                       -0.03515534924474424     7.93691588817961E-4      0.5194432676243333       0.11024206670201946      -0.2235476457703794      0.0022169394576019427
90                       60                       -0.014980624782890996    -0.008783620028337274    0.32413002905799965      0.09139058424421782      -0.17713831917196593     4.7086243911622315E-4
90                       70                       4.6633490387976324E-4    -0.0035958025520681156   0.13754174481435216      0.06687908510910813      -0.14435319101901914     5.8898555712283E-4
90                       80                       -0.010927815605254677    -0.0038562096210940085   0.033458910789277166     0.03308879944612939      -0.12352996065609148     9.911277150050257E-4
90                       90                       0.004212162628301439     7.636761871965309E-4     -0.012648787098254129    6.799944159321736E-4     -0.11688137815680676     -1.4507653039929675E-4
90                       100                      -0.015722353427874213    -0.0018682627211289637   0.01587057399675218      -0.033862414215104046    -0.1224741611464304      -3.468345516237409E-4
90                       110                      -0.011876619072064986    0.0074945631883167815    0.1382529023229127       -0.06612369613080989     -0.14378122254050074     6.51045753761163E-4
90                       120                      -0.01927756784941104     0.00534396789635391      0.2930183623312435       -0.08921298762196375     -0.17636333362952197     -2.751170139819532E-4
90                       130                      -0.033581094472922166    0.013277444786440957     0.5376800525467189       -0.10887259348687467     -0.22261982887592405     -0.0016217691091209969
90                       140                      -0.01682255164100041     0.01036970511392857      0.8064708105724436       -0.11617603686381552     -0.2767939796498894      -7.805873023088174E-4
90                       150                      -0.015489327910309127    0.010504416595187728     1.1355828246249304       -0.11126961401122333     -0.34359398287845067     7.049074440138477E-4
90                       160                      0.04412353311879536      0.0030140115523553113    1.4037761573887293       -0.09202748206763853     -0.41868605737646253     0.002633145259344757
90                       170                      -0.04743848179267125     0.008747402520219466     1.66141329693275         -0.05232010496399656     -0.47062260897628855     3.2209551645969863E-4
90                       180                      0.0015444099416828368    0.01194214863726795      1.754573352326913        -3.536439844730463E-5    -0.4967485080994609      0.0017908538194644406
100                      0                        -0.20059946736526463     0.008209381722034411     1.5910932776818847       7.331501460799058E-5     -0.4416281925119519      0.0012421233256054488
100                      10                       -0.1419052138606101      0.002521179033570415     1.5164111327556462       0.048096813018383054     -0.41936808694285244     0.014690832481352984
100                      20                       -0.1441681849091536      -0.0011788253682915987   1.2894530288252841       0.08240572072223235      -0.37493384739659        0.025460920731849985
100                      30                       -0.11418168009640299     0.010095821628374519     1.0228658868933045       0.10396764888684241      -0.3132332873877709      0.03763923309047838
100                      40                       -0.07982562668049956     0.004307044282060127     0.7536124414942186       0.11171777646645197      -0.2611511764588233      0.04260130496825339
100                      50                       -0.057490257884063006    -4.8558060075321995E-4   0.4796075095940942       0.10347700059871241      -0.20539435401435194     0.04763584627270564
100                      60                       -0.04009604944981099     -3.266752458590881E-4    0.27539704855009595      0.08527185308937929      -0.16219003097273885     0.050465730345399515
100                      70                       -0.03198784911397628     -0.007469336335621949    0.10360800061792821      0.06183889794309541      -0.1327185931842641      0.053317087299894955
100                      80                       -0.02489987797765922     -0.01903800649584625     0.02988298956243348      0.031903856241576406     -0.11336150643510516     0.05501256705367527
100                      90                       -0.013172152900470354    -0.014574356649116913    0.00678477020807617      -4.418523742778885E-4    -0.10386315258958415     0.05489989937650459
100                      100                      0.005329290353644834     -0.018440989599237748    0.025486407584686337     -0.030665301774787854    -0.11245753160466863     0.053463053221209283
100                      110                      0.022466959467107167     0.001142503511571994     0.1471348143087167       -0.06291928635657189     -0.13304619029476306     0.051912014088706784
100                      120                      0.01801333493907621      0.009113240951129717     0.3015459960540633       -0.08457438938622895     -0.1628819068468619      0.04919602480805526
100                      130                      0.014760094678132411     0.01069469181972368      0.49563360632274034      -0.10481378782450732     -0.207800409752243       0.04756892177666524
100                      140                      0.035223552395829354     0.022050736182816347     0.7623466390733887       -0.11039637294923828     -0.25848133639129606     0.04064775293841747
100                      150                      0.034366022395154995     0.026281426353622413     1.006518538598943        -0.10412680633875226     -0.31467013016407797     0.03394348912522738
100                      160                      0.08102905749907761      0.023691805956386352     1.2783600570659543       -0.08413600290521839     -0.37561606051032487     0.026297947183314383
100                      170                      0.07644531506589984      0.026800665990506928     1.5277748022105286       -0.048046115270349174    -0.4250819747721688      0.01693613485985071
100                      180                      0.17350914212020158      -0.005618838376549418    1.6147876593531685       6.066212440728623E-4     -0.4471670425226129      4.580320590512878E-4
110                      0                        -0.18525818523634258     -0.007463004963327298    1.2345033769516138       4.03710179076042E-4      -0.323770749627223       0.0011915754464054355
110                      10                       -0.17866014928560878     3.032385311906128E-4     1.1773420904511969       0.03655413139965075      -0.31779008854081664     0.023124643944873166
110                      20                       -0.16795708515722965     0.016731866664150698     1.0150904796717497       0.06831024328632923      -0.28049464881301456     0.046416684076899466
110                      30                       -0.11490076199440365     0.013635230473497385     0.8019355079301956       0.08378898331724287      -0.23974425526105103     0.061966337727117585
110                      40                       -0.11320729923711756     0.0243037307931877       0.6088090392019321       0.09131494150809681      -0.19576272300580264     0.07725112200566626
110                      50                       -0.11747224215045832     0.0010187011992729231    0.39656468125146943      0.0820315231945858       -0.15356785280345686     0.08554864908224839
